xs,ys,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33
507.661157,358.247934,0.021,0,0.022,0,0,0,0,0.305,0,0,0,0.04,0.001,0,0,0,0.178,0.014,0,0,0.007,0.001,0.002,0.001,0.001,0.002,0,0.105,0,0.032,0.024,0,0.02
511.152941,365.388235,0.029,0,0.012,0,0,0,0,0.306,0,0,0,0.034,0.001,0,0,0,0.154,0.008,0,0.001,0.01,0,0.002,0.003,0.002,0,0,0.142,0,0.028,0.026,0.002,0.013
513.869919,369.146341,0.031,0,0.02,0,0,0,0,0.316,0,0,0,0.023,0.001,0,0,0,0.173,0.01,0,0,0.007,0,0.001,0,0,0.005,0,0.12,0,0.025,0.017,0.002,0.01
514,371,0.034,0,0.015,0,0,0,0,0.308,0,0,0,0.036,0.002,0,0,0,0.17,0.013,0,0,0.005,0.001,0.002,0,0.001,0.005,0,0.131,0,0.017,0.016,0.003,0.016
516.85124,368.520661,0.036,0,0.014,0,0,0,0,0.319,0,0,0,0.037,0,0,0,0,0.177,0.014,0,0,0.001,0,0.002,0.001,0,0.003,0,0.13,0,0.019,0.016,0.003,0.02
518.172414,365.494253,0.026,0,0.021,0,0,0,0,0.335,0,0,0,0.031,0.002,0,0,0,0.18,0.008,0,0,0.004,0,0,0,0.003,0.003,0,0.123,0,0.021,0.021,0.003,0.016
517.05,360.316667,0.036,0,0.008,0,0,0,0,0.325,0,0,0,0.031,0,0,0,0,0.174,0.013,0,0,0.005,0,0.001,0.001,0.001,0.002,0,0.126,0,0.024,0.027,0.002,0.014
517.386364,355.545455,0.028,0,0.02,0,0,0,0,0.3,0,0,0,0.042,0,0,0,0,0.154,0.011,0,0.001,0.003,0,0.003,0,0.001,0.005,0,0.128,0,0.029,0.028,0.003,0.019
516.076923,348.777778,0.031,0,0.019,0,0,0,0,0.334,0,0,0,0.038,0,0,0,0,0.185,0.015,0,0,0.007,0,0,0,0.004,0.001,0,0.117,0,0.029,0.026,0.007,0.017
515.988764,341.382022,0.017,0,0.018,0,0,0,0,0.308,0,0,0,0.035,0.001,0,0,0,0.198,0.016,0,0,0.01,0,0.001,0.001,0.007,0.004,0,0.118,0,0.037,0.03,0.005,0.021
515.29661,333.618644,0.024,0,0.019,0,0,0,0,0.314,0,0,0,0.044,0,0,0,0,0.174,0.02,0,0,0.008,0.001,0.004,0,0.001,0.003,0,0.117,0,0.043,0.03,0.005,0.019
513.9,326.333333,0.026,0,0.018,0,0,0,0,0.296,0,0,0,0.045,0,0,0,0,0.185,0.017,0,0,0.012,0,0.004,0,0.002,0.004,0,0.108,0,0.042,0.033,0.006,0.021
508.641026,320.17094,0.018,0,0.017,0,0,0,0,0.296,0,0,0,0.051,0.001,0,0,0,0.168,0.021,0,0.001,0.011,0,0.002,0.001,0.003,0.005,0,0.107,0,0.048,0.03,0.004,0.012
497.758242,314.43956,0.023,0,0.023,0,0,0,0,0.313,0,0,0,0.04,0.001,0,0,0,0.155,0.021,0,0,0.008,0,0,0,0.006,0.005,0,0.105,0,0.037,0.037,0.004,0.022
484.709402,308.641026,0.021,0,0.027,0,0,0,0,0.297,0,0,0,0.048,0.004,0,0,0,0.166,0.019,0,0,0.007,0,0,0.001,0.004,0.001,0,0.105,0,0.039,0.03,0.003,0.016
467.483516,303.186813,0.022,0,0.035,0,0,0,0,0.3,0,0,0,0.049,0.003,0,0,0,0.147,0.024,0,0,0.013,0,0.005,0.002,0.005,0.003,0,0.093,0,0.063,0.036,0.004,0.023
447,298.173913,0.007,0,0.032,0,0,0,0,0.293,0,0,0,0.054,0.002,0,0,0,0.151,0.013,0,0,0.011,0,0.003,0.002,0.007,0.002,0,0.083,0,0.06,0.045,0.006,0.026
426.989362,292.659574,0.008,0,0.028,0,0,0,0,0.276,0,0,0,0.058,0.001,0,0,0,0.134,0.019,0,0,0.023,0,0.001,0.001,0.008,0.001,0,0.094,0,0.067,0.039,0.006,0.012
398.469565,286.434783,0.013,0,0.034,0,0,0,0,0.287,0,0,0,0.05,0.004,0,0,0,0.142,0.021,0,0,0.021,0.002,0,0.001,0.005,0.002,0,0.083,0,0.056,0.046,0.005,0.018
375.27957,280.849462,0.009,0,0.036,0,0,0,0,0.297,0,0,0,0.07,0.005,0,0,0,0.155,0.012,0,0,0.019,0.003,0.001,0.002,0.007,0,0,0.088,0,0.052,0.047,0.003,0.013
353.039604,273.772277,0.012,0,0.037,0,0,0,0,0.304,0,0,0,0.083,0.001,0,0,0,0.141,0.032,0,0,0.015,0,0.003,0.002,0.007,0.001,0,0.09,0,0.046,0.038,0.007,0.022
326.577982,266.688073,0.011,0,0.043,0,0,0,0,0.325,0,0,0,0.08,0.002,0,0,0,0.149,0.023,0,0,0.021,0.002,0.002,0.002,0.003,0.003,0,0.082,0,0.065,0.053,0.008,0.016
301.603306,258.743802,0.007,0,0.057,0,0,0,0,0.335,0,0,0,0.089,0.007,0,0,0,0.148,0.032,0,0,0.009,0.001,0,0.001,0.01,0.001,0,0.09,0,0.076,0.06,0.006,0.015
284.890244,253.95122,0.006,0,0.045,0,0,0,0,0.328,0,0,0,0.094,0.002,0,0,0,0.138,0.027,0,0,0.02,0.001,0,0,0.01,0.003,0,0.086,0,0.076,0.085,0.003,0.022
271.365079,247.5,0.004,0,0.051,0,0,0,0,0.344,0,0,0,0.087,0.002,0,0,0,0.142,0.021,0,0,0.015,0,0.001,0.001,0.015,0,0,0.082,0,0.085,0.085,0.006,0.019
259.202381,242.071429,0.005,0,0.057,0,0,0,0,0.33,0,0,0,0.076,0.004,0,0,0,0.137,0.022,0,0,0.023,0.001,0,0.003,0.013,0,0,0.093,0,0.088,0.078,0.011,0.011
250.524194,237.927419,0.005,0,0.063,0,0,0,0,0.357,0,0,0,0.082,0.007,0,0,0,0.125,0.015,0,0,0.028,0.003,0.002,0.003,0.021,0.001,0,0.085,0,0.089,0.047,0.014,0.019
244.2,233.376471,0.004,0,0.058,0,0,0,0,0.334,0,0,0,0.088,0.006,0,0,0,0.162,0.017,0,0.001,0.024,0.006,0.001,0.001,0.011,0,0,0.082,0,0.077,0.059,0.011,0.014
239.422764,228.691057,0.005,0,0.06,0,0,0,0,0.338,0,0,0,0.076,0.005,0,0,0,0.169,0.009,0,0,0.037,0.001,0,0.003,0.017,0,0,0.085,0,0.054,0.05,0.015,0.016
236.275862,223.862069,0.007,0,0.054,0,0,0,0,0.355,0,0,0,0.065,0.005,0,0,0,0.171,0.015,0,0,0.026,0.001,0.001,0.001,0.021,0,0,0.095,0,0.058,0.049,0.013,0.01
235,220.85,0.006,0,0.05,0,0,0,0,0.352,0,0,0,0.078,0.003,0,0,0,0.168,0.013,0,0,0.021,0.003,0,0.002,0.022,0.001,0,0.096,0,0.071,0.048,0.01,0.015
235,217.579545,0.006,0,0.047,0,0,0,0,0.335,0,0,0,0.062,0.007,0,0,0,0.172,0.016,0,0,0.033,0.002,0.005,0.004,0.019,0.001,0,0.1,0,0.048,0.045,0.013,0.02
235,215.542373,0.006,0,0.048,0,0,0,0,0.34,0,0,0,0.065,0.006,0,0,0,0.175,0.015,0,0,0.041,0.002,0,0.002,0.018,0.001,0,0.1,0,0.056,0.047,0.016,0.021
235,214.223529,0.009,0,0.05,0,0,0,0,0.347,0,0,0,0.061,0.008,0,0,0,0.172,0.009,0,0,0.035,0,0.001,0.003,0.026,0.002,0,0.101,0,0.058,0.052,0.012,0.007
237.35,212,0.01,0,0.061,0,0,0,0,0.342,0,0,0,0.065,0.006,0,0,0,0.171,0.014,0,0,0.027,0.003,0.002,0.007,0.025,0,0,0.088,0,0.065,0.038,0.012,0.018
238.977273,213.465909,0.002,0,0.069,0,0,0,0,0.34,0,0,0,0.06,0.008,0,0,0,0.165,0.014,0,0,0.036,0.002,0.001,0.005,0.028,0.004,0,0.09,0,0.061,0.04,0.013,0.017
241.957627,215,0.008,0,0.056,0,0,0,0,0.36,0,0,0,0.059,0.005,0,0,0,0.159,0.009,0,0.001,0.029,0.004,0.001,0.001,0.024,0,0,0.094,0,0.047,0.05,0.015,0.021
244.422222,215,0.005,0,0.049,0,0,0,0,0.362,0,0,0,0.072,0.007,0,0,0,0.147,0.014,0,0,0.034,0.001,0.004,0,0.029,0,0,0.109,0,0.056,0.043,0.011,0.015
249.284483,216.517241,0.006,0,0.052,0,0,0,0,0.358,0,0,0,0.066,0.008,0,0,0,0.164,0.014,0,0,0.035,0.003,0,0.001,0.022,0,0,0.108,0,0.063,0.037,0.008,0.018
252.67033,217,0.014,0,0.048,0,0,0,0,0.361,0,0,0,0.079,0.007,0,0,0,0.166,0.01,0,0,0.026,0,0.002,0.002,0.023,0,0,0.098,0,0.051,0.042,0.014,0.016
256,217,0.001,0,0.047,0,0,0,0,0.379,0,0,0,0.073,0.003,0,0,0,0.157,0.018,0,0,0.025,0,0,0.001,0.013,0.001,0,0.101,0,0.061,0.047,0.012,0.014
256,216.666667,0.002,0,0.044,0,0,0,0,0.357,0,0,0,0.078,0.003,0,0,0,0.168,0.018,0,0,0.022,0.002,0.003,0.001,0.016,0.001,0,0.096,0,0.069,0.051,0.019,0.019
250.381356,211.652542,0.008,0,0.045,0,0,0,0,0.345,0,0,0,0.092,0.007,0,0,0,0.158,0.007,0,0,0.031,0.001,0.002,0.001,0.017,0.001,0,0.097,0,0.056,0.062,0.014,0.016
240.554348,202.369565,0.008,0,0.039,0,0,0,0,0.374,0,0,0,0.073,0.002,0,0,0,0.159,0.01,0,0,0.027,0.001,0.003,0.001,0.016,0.002,0,0.099,0,0.057,0.061,0.013,0.017
226.904348,188.6,0.004,0,0.038,0,0,0,0,0.372,0,0,0,0.076,0.002,0,0,0,0.153,0.016,0,0,0.021,0.002,0,0.001,0.026,0.002,0,0.101,0,0.07,0.039,0.008,0.012
209.153846,172.373626,0.006,0,0.046,0,0,0,0,0.322,0,0,0,0.067,0.003,0,0,0,0.145,0.026,0,0,0.039,0.001,0,0.001,0.024,0,0,0.11,0,0.053,0.032,0.011,0.008
188.938596,152.175439,0.005,0,0.044,0,0,0,0,0.289,0,0,0,0.055,0.004,0,0,0,0.168,0.012,0,0,0.047,0.001,0,0.002,0.027,0,0,0.097,0,0.035,0.028,0.011,0.009
166.123596,131.775281,0,0,0.071,0,0,0,0,0.256,0,0,0,0.058,0.011,0,0,0,0.147,0.013,0,0,0.058,0.002,0.001,0,0.037,0,0,0.093,0,0.037,0.034,0.016,0.008
143.894737,108.473684,0.002,0,0.062,0,0,0,0,0.242,0,0,0,0.05,0.008,0,0,0,0.12,0.008,0,0,0.054,0,0,0.003,0.034,0.002,0,0.069,0,0.033,0.05,0.021,0.009
118.043956,84.912088,0,0,0.072,0,0,0,0,0.235,0,0,0,0.048,0.015,0,0,0,0.085,0.009,0,0,0.046,0.002,0,0.004,0.056,0,0,0.061,0,0.045,0.043,0.018,0.007
97.097345,64.371681,0,0,0.071,0,0,0,0,0.245,0,0,0,0.054,0.01,0,0,0,0.093,0.006,0,0,0.052,0.003,0,0.002,0.057,0,0,0.062,0,0.038,0.024,0.015,0.006
73.630435,42.98913,0.001,0,0.078,0,0,0,0,0.277,0,0,0,0.049,0.013,0,0,0,0.095,0.008,0,0,0.058,0.004,0,0.007,0.057,0.001,0,0.055,0,0.038,0.032,0.012,0.001
53.159292,25.19469,0.001,0,0.089,0,0,0,0,0.238,0,0,0,0.057,0.013,0,0,0,0.09,0.007,0,0,0.066,0.003,0,0.006,0.052,0.002,0,0.055,0,0.065,0.033,0.015,0.006
33.473118,8.204301,0.003,0,0.098,0,0,0,0,0.222,0,0,0,0.06,0.012,0,0,0,0.088,0.011,0,0,0.076,0.001,0,0.007,0.059,0.001,0,0.045,0,0.041,0.033,0.014,0.008
17.90991,-5.630631,0.004,0,0.097,0,0,0,0,0.237,0,0,0,0.067,0.009,0,0,0,0.079,0.014,0,0,0.064,0.005,0.001,0.004,0.052,0,0,0.051,0,0.054,0.038,0.019,0.006
3.237113,-15.938144,0.003,0,0.115,0,0,0,0,0.236,0,0,0,0.059,0.016,0,0,0,0.081,0.012,0,0.001,0.053,0.003,0.002,0.007,0.048,0.002,0,0.045,0,0.056,0.043,0.021,0.013
-8.904762,-26,0.003,0,0.105,0,0,0,0,0.225,0,0,0,0.062,0.016,0,0,0,0.083,0.008,0,0,0.075,0.003,0,0.009,0.06,0.003,0,0.041,0,0.057,0.046,0.016,0.018
-19.202532,-30.949367,0.003,0,0.103,0,0,0,0,0.253,0,0,0,0.072,0.017,0,0,0,0.071,0.016,0,0,0.085,0.003,0.001,0.005,0.056,0.002,0,0.029,0,0.054,0.051,0.022,0.015
-25.826772,-33,0.005,0,0.099,0,0,0,0,0.243,0,0,0,0.063,0.012,0,0,0,0.085,0.014,0,0,0.07,0.005,0.003,0.005,0.06,0.003,0,0.044,0,0.054,0.051,0.021,0.02
-33,-33,0.004,0,0.126,0,0,0,0,0.221,0,0,0,0.056,0.02,0,0,0,0.087,0.013,0,0,0.071,0.006,0.002,0.01,0.05,0,0,0.033,0,0.066,0.038,0.025,0.015
-36.203252,-33,0.006,0,0.115,0,0,0,0,0.246,0,0,0,0.065,0.016,0,0,0,0.083,0.009,0,0,0.072,0.005,0.003,0.004,0.063,0.001,0,0.042,0,0.063,0.035,0.02,0.028
-39.214286,-29.595238,0.005,0,0.114,0,0,0,0,0.247,0,0,0,0.075,0.028,0,0,0,0.095,0.007,0,0,0.058,0.001,0.002,0.005,0.037,0.001,0,0.039,0,0.077,0.051,0.015,0.02
-40,-26.672131,0.006,0,0.1,0,0,0,0,0.261,0,0,0,0.065,0.019,0,0,0,0.102,0.007,0,0,0.079,0.003,0.001,0.004,0.048,0.002,0,0.038,0,0.061,0.044,0.024,0.015
-40,-23.329412,0.007,0,0.128,0,0,0,0,0.251,0,0,0,0.064,0.019,0,0,0,0.085,0.012,0,0.001,0.06,0.005,0.002,0.008,0.045,0.002,0,0.031,0,0.067,0.04,0.02,0.015
-39.442623,-18.647541,0.003,0,0.126,0,0,0,0,0.207,0,0,0,0.058,0.02,0,0,0,0.091,0.011,0,0,0.075,0.004,0.001,0.004,0.059,0.001,0,0.037,0,0.058,0.036,0.02,0.017
-38,-14.197674,0.004,0,0.117,0,0,0,0,0.212,0,0,0,0.074,0.015,0,0,0,0.075,0.016,0,0,0.068,0.007,0.002,0.006,0.058,0.001,0,0.041,0,0.057,0.043,0.029,0.023
-36.764706,-11.176471,0.005,0,0.115,0,0,0,0,0.196,0,0,0,0.085,0.028,0,0,0,0.073,0.01,0,0.001,0.072,0.004,0.002,0.007,0.055,0.001,0,0.035,0,0.056,0.044,0.023,0.019
-32.701149,-6.448276,0.009,0,0.119,0,0,0,0,0.201,0,0,0,0.083,0.018,0,0,0,0.079,0.017,0,0,0.067,0.006,0,0.008,0.055,0.002,0,0.03,0,0.056,0.037,0.032,0.019
-29.229508,-3.844262,0.009,0,0.103,0,0,0,0,0.22,0,0,0,0.083,0.016,0,0,0,0.09,0.014,0,0,0.047,0.003,0.001,0.008,0.058,0,0,0.051,0,0.058,0.036,0.027,0.021
-26.290698,-1.255814,0.012,0,0.107,0,0,0,0,0.198,0,0,0,0.072,0.016,0,0,0,0.097,0.018,0,0,0.055,0.007,0.001,0.011,0.061,0.002,0,0.041,0,0.053,0.042,0.023,0.019
-22.94,0.5,0.009,0,0.112,0,0,0,0,0.233,0,0,0,0.053,0.017,0,0,0,0.086,0.015,0,0,0.058,0.006,0.002,0.007,0.049,0.001,0,0.05,0,0.058,0.046,0.024,0.022
-20,2,0.014,0,0.127,0,0,0,0,0.233,0,0,0,0.07,0.016,0,0,0,0.091,0.011,0,0,0.073,0.003,0.003,0.005,0.05,0.004,0,0.048,0,0.058,0.032,0.025,0.019
-15.771186,4.720339,0.009,0,0.105,0,0,0,0,0.254,0,0,0,0.048,0.017,0,0,0,0.1,0.015,0,0,0.072,0.002,0.001,0.007,0.046,0,0,0.04,0,0.063,0.042,0.021,0.034
-12.866667,5,0.006,0,0.115,0,0,0,0,0.229,0,0,0,0.059,0.031,0,0,0,0.081,0.014,0,0,0.082,0.003,0.005,0.006,0.059,0,0,0.043,0,0.056,0.032,0.027,0.013
-10.457627,6.576271,0.003,0,0.129,0,0,0,0,0.267,0,0,0,0.049,0.021,0,0,0,0.079,0.015,0,0,0.072,0.004,0,0.008,0.055,0,0,0.033,0,0.052,0.047,0.019,0.022
-6.011111,7.5,0.002,0,0.113,0,0,0,0,0.236,0,0,0,0.068,0.021,0,0,0,0.069,0.012,0,0,0.084,0.005,0.007,0.012,0.055,0.002,0,0.027,0,0.049,0.045,0.03,0.016
0.533898,2.949153,0.004,0,0.14,0,0,0,0,0.236,0,0,0,0.069,0.022,0,0,0,0.068,0.008,0,0,0.084,0.005,0.005,0.005,0.061,0.002,0,0.032,0,0.055,0.032,0.025,0.014
9.977778,-6.422222,0.011,0,0.118,0,0,0,0,0.251,0,0,0,0.059,0.015,0,0,0,0.067,0.014,0,0,0.086,0.003,0.002,0.005,0.053,0.002,0,0.038,0,0.065,0.046,0.031,0.017
23.444444,-20.786325,0.005,0,0.101,0,0,0,0,0.279,0,0,0,0.071,0.017,0,0,0,0.084,0.02,0,0,0.078,0.003,0,0.008,0.046,0.001,0,0.047,0,0.053,0.044,0.019,0.017
41.588889,-38.444444,0.008,0,0.085,0,0,0,0,0.292,0,0,0,0.063,0.015,0,0,0,0.128,0.013,0,0,0.067,0,0,0.003,0.037,0,0,0.06,0,0.043,0.042,0.015,0.014
57.741071,-56.196429,0.004,0,0.089,0,0,0,0,0.266,0,0,0,0.051,0.009,0,0,0,0.166,0.017,0,0,0.043,0.003,0.001,0.006,0.043,0.001,0,0.087,0,0.035,0.036,0.019,0.01
84.179775,-89.191011,0.008,0,0.049,0,0,0,0,0.243,0,0,0,0.038,0.006,0,0,0,0.217,0.012,0,0,0.034,0,0,0.009,0.03,0.001,0,0.113,0,0.029,0.034,0.007,0.008
104.95283,-112.735849,0.014,0,0.032,0,0,0,0,0.273,0,0,0,0.031,0.008,0,0,0,0.262,0.004,0,0,0.016,0,0.001,0.004,0.019,0.001,0,0.155,0,0.018,0.014,0.005,0.007
127.181818,-140.431818,0.008,0,0.016,0,0,0,0,0.278,0,0,0,0.015,0.002,0,0,0,0.289,0.007,0,0,0.014,0,0,0.001,0.018,0.002,0,0.164,0,0.013,0.012,0.005,0.001
149.383178,-164.411215,0.002,0,0.004,0,0,0,0,0.272,0,0,0,0.013,0,0,0,0,0.219,0.01,0,0,0.011,0,0,0,0.006,0.001,0,0.185,0,0.012,0.008,0.004,0.001
169.722222,-189.644444,0.005,0,0.003,0,0,0,0,0.278,0,0,0,0.015,0,0,0,0,0.215,0.014,0,0,0.003,0,0,0,0,0,0,0.175,0,0.013,0.014,0,0
189.537736,-210.877358,0.007,0,0.003,0,0,0,0,0.301,0,0,0,0.037,0,0,0,0,0.227,0.008,0,0,0,0,0,0,0.003,0,0,0.132,0,0.023,0.03,0,0.001
206.833333,-231.444444,0.007,0,0.008,0,0,0,0,0.315,0,0,0,0.059,0,0,0,0,0.207,0.012,0,0,0.007,0,0,0,0.01,0,0,0.107,0,0.046,0.038,0.007,0.004
222.87037,-247.592593,0.002,0,0.005,0,0,0,0,0.315,0,0,0,0.056,0,0,0,0,0.207,0.013,0,0.001,0.01,0,0,0,0.013,0,0,0.106,0,0.043,0.048,0.002,0.005
237.428571,-262.912088,0,0,0.025,0,0,0,0,0.301,0,0,0,0.059,0.003,0,0,0,0.172,0.009,0,0,0.011,0.001,0,0.003,0.006,0,0,0.113,0,0.049,0.044,0.003,0.002
250.454545,-276.936364,0.003,0,0.021,0,0,0,0,0.295,0,0,0,0.067,0.001,0,0,0,0.147,0.009,0,0,0.012,0,0,0.001,0.005,0,0,0.103,0,0.053,0.018,0.002,0.003
260.175824,-286.230769,0.004,0,0.012,0,0,0,0,0.244,0,0,0,0.034,0.001,0,0,0,0.151,0.007,0,0,0.01,0,0,0,0.005,0.001,0,0.091,0,0.033,0.028,0.007,0.002
268.296296,-293.212963,0,0,0.013,0,0,0,0,0.219,0,0,0,0.035,0.001,0,0,0,0.148,0.012,0,0,0.009,0,0,0,0.005,0,0,0.092,0,0.022,0.024,0.002,0.002
275.608696,-300.304348,0.004,0,0.019,0,0,0,0,0.203,0,0,0,0.043,0,0,0,0,0.143,0.012,0,0,0.018,0,0,0,0.009,0,0,0.076,0,0.027,0.031,0.006,0.007
279.254545,-303.490909,0.004,0,0.028,0,0,0,0,0.201,0,0,0,0.044,0,0,0,0,0.127,0.018,0,0,0.015,0.001,0,0.001,0.006,0,0,0.065,0,0.028,0.034,0.004,0.006
281,-305.733333,0.004,0,0.036,0,0,0,0,0.201,0,0,0,0.043,0.002,0,0,0,0.121,0.012,0,0,0.021,0.002,0.001,0,0.017,0,0,0.068,0,0.039,0.028,0.003,0.009
282.392857,-304.883929,0.002,0,0.027,0,0,0,0,0.203,0,0,0,0.044,0.004,0,0,0,0.126,0.015,0,0,0.017,0.001,0,0,0.008,0.002,0,0.064,0,0.033,0.035,0.006,0.009
283.769231,-302.901099,0.001,0,0.041,0,0,0,0,0.218,0,0,0,0.042,0.001,0,0,0,0.126,0.012,0,0,0.013,0.001,0,0.002,0.009,0,0,0.071,0,0.031,0.029,0.005,0.009
284,-297.972727,0.011,0,0.044,0,0,0,0,0.22,0,0,0,0.049,0.004,0,0,0,0.137,0.019,0,0,0.01,0,0,0.001,0.006,0,0,0.073,0,0.034,0.031,0.009,0.006
284,-291.793478,0.008,0,0.042,0,0,0,0,0.222,0,0,0,0.051,0.001,0,0,0,0.143,0.016,0,0,0.014,0.001,0,0.002,0.004,0,0,0.074,0,0.037,0.029,0.004,0.009
281.055556,-286.759259,0.006,0,0.023,0,0,0,0,0.248,0,0,0,0.037,0.004,0,0,0,0.162,0.02,0,0,0.018,0.001,0.001,0,0.004,0.001,0,0.089,0,0.041,0.021,0.004,0.006
279,-281.451613,0.007,0,0.031,0,0,0,0,0.234,0,0,0,0.046,0.002,0,0,0,0.193,0.03,0,0,0.012,0,0,0,0.004,0,0,0.081,0,0.026,0.012,0.006,0.005
276.190909,-278.490909,0.008,0,0.028,0,0,0,0,0.22,0,0,0,0.041,0.003,0,0,0,0.184,0.018,0,0,0.006,0.002,0.001,0,0.006,0.001,0,0.099,0,0.028,0.007,0.004,0.004
272.462366,-272.096774,0.009,0,0.03,0,0,0,0,0.237,0,0,0,0.04,0.002,0,0,0,0.166,0.019,0,0,0.011,0,0,0,0.004,0,0,0.09,0,0.027,0.012,0.007,0.009
